dummy, algorithm, localsearch, alpha, beta, rho, ants, nnls, q0, dlb, rasrank, elitistants, instance
8, ras, 3, 1.66, 6, 0.33, 89, 15, 2, 0, 24, 1500, 15
5, acs, 0, 4.26, 1.81, 0.3, 52, 100, 0.81, __miss__, 200, 1500, 15
4, mmas, 0, 4.41, 9.25, 0.54, 30, 100, 2, __miss__, 200, 1500, 15
4, ras, 1, 1.11, 9.92, 0.57, 88, 16, 2, 0, 67, 1500, 15
9, mmas, 3, 3.36, 6.44, 0.9, 99, 35, 2, 1, 200, 1500, 15
4, ras, 3, 0.68, 9.69, 0.01, 5, 16, 2, 1, 65, 1500, 15
1, ras, 3, 2.87, 3.65, 0.51, 38, 16, 2, 1, 98, 1500, 15
3, ras, 2, 0.37, 7.01, 0.43, 96, 33, 2, 1, 25, 1500, 15
8, acs, 2, 3.61, 7.7, 0.66, 93, 18, 0.36, 0, 200, 1500, 15
4, as, 2, 4.46, 3.45, 0.33, 97, 19, 2, 0, 200, 1500, 15
7, mmas, 2, 4.81, 2.27, 0.28, 88, 15, 2, 0, 200, 1500, 15
7, eas, 2, 4.96, 9.24, 0.06, 9, 35, 2, 1, 200, 392, 15
8, eas, 1, 3.67, 2.92, 0.06, 16, 22, 2, 1, 200, 132, 15
4, ras, 2, 2.15, 9, 0.66, 24, 25, 2, 0, 47, 1500, 15
6, ras, 1, 0.49, 4.03, 0.18, 45, 41, 2, 0, 77, 1500, 15
8, as, 2, 2.15, 6.78, 0.33, 37, 48, 2, 0, 200, 1500, 15
3, eas, 1, 0.99, 4.55, 0.68, 57, 25, 2, 0, 200, 301, 15
10, ras, 0, 1.54, 2.97, 0.16, 60, 100, 2, __miss__, 10, 1500, 15
8, ras, 2, 4, 2.46, 0.69, 48, 11, 2, 0, 6, 1500, 15
4, as, 0, 1.95, 5.55, 0.94, 87, 100, 2, __miss__, 200, 1500, 15
3, eas, 3, 3.01, 7.2, 0.32, 97, 34, 2, 0, 200, 342, 15
3, ras, 0, 2.43, 6.92, 0.3, 68, 100, 2, __miss__, 84, 1500, 15
8, ras, 0, 2.22, 5.08, 0.67, 23, 100, 2, __miss__, 57, 1500, 15
5, mmas, 3, 4.69, 7.5, 0.26, 99, 29, 2, 0, 200, 1500, 15
10, mmas, 2, 3.63, 6.4, 0.76, 100, 41, 2, 0, 200, 1500, 15
7, eas, 1, 1.38, 2.3, 0.61, 34, 17, 2, 0, 200, 255, 15
2, acs, 3, 0.66, 6.51, 0.93, 83, 27, 0.61, 0, 200, 1500, 15
1, acs, 2, 0.53, 0.19, 0.21, 23, 13, 0.66, 1, 200, 1500, 15
5, acs, 2, 1.17, 1.6, 1, 92, 30, 0.1, 1, 200, 1500, 15
8, mmas, 3, 4.4, 4.1, 0.63, 6, 22, 2, 0, 200, 1500, 15
2, mmas, 3, 0.77, 9.29, 0.27, 91, 8, 2, 1, 200, 1500, 15
2, mmas, 3, 2.65, 0.68, 0.32, 59, 20, 2, 0, 200, 1500, 15
10, acs, 3, 3.45, 1.87, 0.17, 67, 44, 0.5, 0, 200, 1500, 15
7, acs, 3, 4.63, 9.49, 0.41, 100, 39, 0.57, 0, 200, 1500, 15
3, as, 3, 3.95, 6.82, 0.47, 59, 11, 2, 0, 200, 1500, 15
4, as, 3, 0.85, 2.49, 1, 48, 29, 2, 0, 200, 1500, 15
6, as, 3, 4.36, 3.26, 0.45, 77, 19, 2, 0, 200, 1500, 15
3, eas, 0, 4.67, 2.86, 0.7, 52, 100, 2, __miss__, 200, 41, 15
10, mmas, 1, 1.03, 8.15, 0.43, 12, 12, 2, 1, 200, 1500, 15
7, eas, 2, 1.77, 0.18, 0.66, 57, 17, 2, 0, 200, 317, 15
3, as, 1, 4.86, 2.83, 0.54, 17, 6, 2, 1, 200, 1500, 15
5, eas, 2, 3.54, 7.89, 0.53, 37, 27, 2, 1, 200, 128, 15
2, ras, 3, 1.97, 4.23, 0.5, 41, 29, 2, 1, 94, 1500, 15
1, eas, 1, 4.45, 6.43, 0.7, 74, 10, 2, 1, 200, 78, 15
2, eas, 0, 2.44, 6.03, 0.81, 84, 100, 2, __miss__, 200, 414, 15
3, acs, 3, 2.41, 8.21, 0.02, 96, 41, 0.24, 1, 200, 1500, 15
9, ras, 2, 4.04, 1.94, 0.16, 84, 22, 2, 1, 91, 1500, 15
3, eas, 3, 1.03, 8.29, 0.93, 76, 26, 2, 0, 200, 245, 15
1, mmas, 0, 2.12, 6.41, 0.52, 57, 100, 2, __miss__, 200, 1500, 15
10, mmas, 3, 3.28, 1.66, 0.5, 18, 32, 2, 1, 200, 1500, 15
7, as, 0, 0.98, 8.01, 0.09, 35, 100, 2, __miss__, 200, 1500, 15
1, mmas, 3, 4.11, 7.45, 0.9, 12, 21, 2, 0, 200, 1500, 15
7, mmas, 3, 3.97, 9.54, 0.97, 41, 9, 2, 0, 200, 1500, 15
2, ras, 1, 2.73, 8.97, 0.2, 45, 20, 2, 0, 93, 1500, 15
4, acs, 2, 2.56, 2.35, 0.94, 65, 35, 0.45, 0, 200, 1500, 15
4, as, 1, 4.36, 4.91, 0.36, 9, 24, 2, 1, 200, 1500, 15
7, as, 3, 3.34, 9.11, 0.74, 64, 31, 2, 0, 200, 1500, 15
4, eas, 3, 1.97, 3.03, 0.66, 24, 23, 2, 1, 200, 651, 15
8, acs, 1, 3.81, 3.72, 0.53, 21, 8, 0.05, 0, 200, 1500, 15
6, mmas, 3, 1.94, 4.99, 0.24, 14, 33, 2, 1, 200, 1500, 15
1, mmas, 1, 2.58, 0.15, 0.42, 28, 39, 2, 0, 200, 1500, 15
7, mmas, 2, 4.83, 0.86, 0.15, 94, 20, 2, 1, 200, 1500, 15
2, ras, 3, 2.47, 6.99, 0.3, 88, 35, 2, 1, 3, 1500, 15
3, eas, 3, 3.19, 4.67, 0.42, 61, 10, 2, 1, 200, 590, 15
3, mmas, 2, 3.16, 6.14, 0.83, 29, 8, 2, 0, 200, 1500, 15
9, ras, 3, 3.78, 4.53, 0.6, 25, 7, 2, 0, 70, 1500, 15
10, mmas, 2, 4.43, 7.25, 0.82, 94, 37, 2, 0, 200, 1500, 15
6, as, 2, 1.88, 3.04, 0.75, 13, 6, 2, 1, 200, 1500, 15
10, eas, 0, 2.72, 9.28, 0.47, 74, 100, 2, __miss__, 200, 709, 15
9, eas, 2, 1.51, 3.35, 0.74, 42, 28, 2, 1, 200, 313, 15
2, ras, 2, 2.56, 6.35, 0.35, 42, 17, 2, 1, 61, 1500, 15
9, ras, 3, 2.08, 7.38, 0.08, 79, 9, 2, 1, 48, 1500, 15
10, mmas, 3, 1, 5, 0.25, 98, 12, 2, 0, 200, 1500, 15
2, mmas, 2, 3.23, 3.28, 0.64, 68, 31, 2, 0, 200, 1500, 15
10, ras, 2, 2.43, 1.46, 0.54, 25, 33, 2, 1, 15, 1500, 15
8, mmas, 3, 4.86, 4.81, 0.62, 72, 31, 2, 1, 200, 1500, 15
8, ras, 0, 3.35, 4.63, 0.78, 70, 100, 2, __miss__, 46, 1500, 15
4, mmas, 1, 4.29, 9.88, 0.43, 73, 26, 2, 1, 200, 1500, 15
6, ras, 1, 1.65, 1.14, 0.07, 88, 11, 2, 1, 89, 1500, 15
5, acs, 2, 2.49, 4.69, 0.55, 59, 19, 0.25, 1, 200, 1500, 15
10, mmas, 0, 2.8, 7.66, 0.26, 67, 100, 2, __miss__, 200, 1500, 15
7, eas, 3, 1.36, 7.7, 0.47, 48, 23, 2, 1, 200, 43, 15
4, eas, 3, 0.67, 8.58, 0.07, 41, 19, 2, 0, 200, 40, 15
3, as, 2, 2.81, 7.92, 0.58, 91, 40, 2, 1, 200, 1500, 15
7, mmas, 2, 3.88, 5.47, 0.27, 87, 29, 2, 1, 200, 1500, 15
10, mmas, 3, 4.2, 3.77, 0.26, 37, 25, 2, 1, 200, 1500, 15
6, mmas, 1, 4.46, 1.39, 0.88, 62, 7, 2, 1, 200, 1500, 15
2, eas, 0, 3.83, 6.56, 0.68, 65, 100, 2, __miss__, 200, 258, 15
5, as, 3, 4.77, 0.62, 0.47, 58, 8, 2, 1, 200, 1500, 15
5, acs, 0, 2.52, 7.25, 0.98, 83, 100, 0.32, __miss__, 200, 1500, 15
2, eas, 1, 3.28, 8.25, 0.63, 91, 18, 2, 0, 200, 683, 15
8, mmas, 0, 2.02, 9.45, 0.52, 36, 100, 2, __miss__, 200, 1500, 15
9, mmas, 3, 1.85, 5.95, 0.69, 84, 28, 2, 1, 200, 1500, 15
2, eas, 3, 4.95, 5.47, 0.11, 91, 48, 2, 1, 200, 690, 15
10, acs, 1, 4.63, 1.95, 0.91, 26, 35, 0.32, 1, 200, 1500, 15
7, ras, 1, 3.01, 8.17, 0.15, 85, 6, 2, 1, 47, 1500, 15
7, mmas, 0, 1.03, 0.07, 0.1, 87, 100, 2, __miss__, 200, 1500, 15
3, as, 0, 2.48, 1.56, 0.75, 50, 100, 2, __miss__, 200, 1500, 15
5, eas, 3, 1.65, 7.1, 0.81, 52, 50, 2, 1, 200, 529, 15
10, as, 0, 2.23, 0.33, 0.95, 48, 100, 2, __miss__, 200, 1500, 15
8, acs, 0, 2.28, 6.14, 0.75, 91, 100, 0.48, __miss__, 200, 1500, 15
4, mmas, 2, 4.93, 8.65, 0.75, 66, 24, 2, 1, 200, 1500, 15
6, eas, 3, 2.25, 8.92, 0.53, 48, 19, 2, 1, 200, 341, 15
5, mmas, 2, 1.8, 9.91, 0.35, 64, 31, 2, 0, 200, 1500, 15
2, acs, 2, 1.68, 6.59, 0.86, 54, 29, 0.14, 0, 200, 1500, 15
5, mmas, 3, 3.41, 3.31, 0.7, 90, 7, 2, 1, 200, 1500, 15
7, acs, 1, 4.48, 6.92, 0.27, 52, 11, 0.61, 0, 200, 1500, 15
3, as, 1, 4.72, 4.48, 0.48, 81, 19, 2, 1, 200, 1500, 15
3, eas, 3, 3.05, 3.1, 0.29, 65, 18, 2, 1, 200, 186, 15
5, as, 0, 1.57, 0.79, 0.71, 91, 100, 2, __miss__, 200, 1500, 15
1, acs, 3, 4.01, 5.45, 0.18, 85, 28, 0.86, 0, 200, 1500, 15
3, mmas, 1, 2.55, 7.72, 0.54, 80, 28, 2, 1, 200, 1500, 15
3, as, 0, 3.46, 5.27, 0.49, 95, 100, 2, __miss__, 200, 1500, 15
4, mmas, 0, 2.54, 9.54, 0.33, 70, 100, 2, __miss__, 200, 1500, 15
3, as, 0, 2.2, 9.39, 0.6, 87, 100, 2, __miss__, 200, 1500, 15
1, ras, 2, 1.93, 5.71, 0.79, 74, 39, 2, 0, 72, 1500, 15
3, mmas, 3, 1.82, 1.47, 0.39, 20, 29, 2, 1, 200, 1500, 15
9, ras, 3, 2.06, 7.12, 0.54, 53, 7, 2, 0, 99, 1500, 15
8, mmas, 2, 4.5, 3.38, 0.67, 67, 17, 2, 1, 200, 1500, 15
2, mmas, 3, 4.74, 8.69, 0.38, 100, 11, 2, 1, 200, 1500, 15
4, mmas, 3, 1.83, 6.12, 0.67, 99, 33, 2, 1, 200, 1500, 15
7, ras, 2, 3.32, 1.77, 0.22, 55, 9, 2, 1, 67, 1500, 15
6, mmas, 1, 2.66, 6.82, 0.24, 79, 10, 2, 0, 200, 1500, 15
1, acs, 3, 3.28, 8.31, 0.8, 53, 33, 0.1, 1, 200, 1500, 15
4, eas, 3, 4.95, 1.93, 0.52, 71, 10, 2, 0, 200, 347, 15
2, eas, 2, 3.42, 4.06, 0.47, 80, 40, 2, 0, 200, 135, 15
4, acs, 0, 4.53, 9.39, 0.22, 43, 100, 0.55, __miss__, 200, 1500, 15
8, as, 1, 1.16, 7.54, 0.59, 53, 15, 2, 0, 200, 1500, 15
7, acs, 2, 3.34, 7.97, 0.38, 46, 21, 0.97, 0, 200, 1500, 15
3, eas, 3, 4.7, 4.59, 0.39, 58, 5, 2, 0, 200, 469, 15
4, mmas, 3, 3.47, 6.66, 0.51, 84, 37, 2, 1, 200, 1500, 15
1, mmas, 2, 3.74, 4.12, 0.17, 30, 13, 2, 1, 200, 1500, 15
7, mmas, 2, 3.08, 0.74, 0.68, 40, 36, 2, 1, 200, 1500, 15
2, as, 1, 2.35, 3.05, 0.92, 67, 17, 2, 1, 200, 1500, 15
10, as, 1, 4.28, 7.47, 0.07, 68, 15, 2, 1, 200, 1500, 15
1, ras, 3, 3.39, 6.65, 0.14, 99, 29, 2, 1, 35, 1500, 15
8, mmas, 1, 2.92, 4.15, 0.31, 59, 9, 2, 1, 200, 1500, 15
3, as, 1, 4.7, 7.04, 0.53, 56, 10, 2, 1, 200, 1500, 15
1, mmas, 3, 4.38, 7.21, 0.52, 51, 17, 2, 1, 200, 1500, 15
2, ras, 1, 1.73, 5.75, 1, 36, 21, 2, 1, 98, 1500, 15
5, as, 0, 2.41, 0.42, 0.41, 52, 100, 2, __miss__, 200, 1500, 15
7, acs, 3, 3.27, 5.2, 0.99, 18, 15, 0.21, 1, 200, 1500, 15
3, ras, 3, 4.69, 7.17, 0.44, 60, 22, 2, 1, 43, 1500, 15
5, as, 1, 1.98, 5.39, 0.88, 27, 10, 2, 1, 200, 1500, 15
6, acs, 1, 4.44, 5.29, 0.6, 38, 41, 0.43, 1, 200, 1500, 15
7, mmas, 3, 3.5, 5.29, 0.41, 86, 13, 2, 1, 200, 1500, 15
7, acs, 3, 4.72, 6.6, 0.52, 82, 41, 0.64, 0, 200, 1500, 15
4, mmas, 1, 4.77, 7.99, 0.44, 69, 10, 2, 0, 200, 1500, 15
5, mmas, 0, 3.91, 8.65, 0.4, 96, 100, 2, __miss__, 200, 1500, 15
9, as, 3, 3.32, 1.22, 0.66, 11, 13, 2, 1, 200, 1500, 15
5, as, 2, 4.4, 5.53, 0.25, 49, 26, 2, 0, 200, 1500, 15
2, ras, 2, 4.28, 4.91, 0.15, 71, 29, 2, 0, 40, 1500, 15
2, acs, 0, 2.95, 7.23, 0.8, 24, 100, 0.06, __miss__, 200, 1500, 15
2, eas, 1, 3.38, 5.98, 0.32, 89, 9, 2, 1, 200, 459, 15
7, mmas, 1, 1.21, 5.49, 0.51, 82, 30, 2, 1, 200, 1500, 15
3, as, 2, 3.3, 8.71, 0.51, 25, 42, 2, 0, 200, 1500, 15
4, acs, 1, 1.51, 7.56, 0.49, 62, 24, 0.21, 1, 200, 1500, 15
2, ras, 1, 3.87, 3.56, 0.38, 37, 35, 2, 1, 20, 1500, 15
9, as, 3, 3.19, 5.7, 0.84, 65, 10, 2, 1, 200, 1500, 15
4, eas, 1, 4.1, 4.87, 0.54, 80, 20, 2, 0, 200, 53, 15
6, as, 0, 4.35, 8.81, 0.27, 64, 100, 2, __miss__, 200, 1500, 15
5, acs, 1, 0.97, 2.06, 0.77, 11, 12, 0.27, 1, 200, 1500, 15
4, mmas, 3, 3.12, 8.49, 0.6, 27, 21, 2, 0, 200, 1500, 15
9, acs, 0, 4.78, 1.32, 0.69, 26, 100, 0.59, __miss__, 200, 1500, 15
5, eas, 3, 4.25, 5.92, 0.17, 87, 8, 2, 0, 200, 175, 15
3, eas, 3, 1.19, 8.98, 0.98, 34, 14, 2, 0, 200, 729, 15
6, mmas, 2, 0.87, 8.07, 0.48, 74, 23, 2, 1, 200, 1500, 15
2, acs, 1, 1.3, 3.33, 0.48, 75, 15, 0.36, 1, 200, 1500, 15
9, as, 3, 3.45, 7.43, 0.22, 60, 5, 2, 1, 200, 1500, 15
3, mmas, 2, 3.65, 8.7, 0.21, 72, 19, 2, 1, 200, 1500, 15
7, mmas, 0, 1.89, 2.91, 0.84, 77, 100, 2, __miss__, 200, 1500, 15
1, ras, 3, 4.3, 8.98, 0.51, 100, 42, 2, 0, 13, 1500, 15
8, mmas, 2, 2.11, 3.49, 0.23, 69, 13, 2, 1, 200, 1500, 15
4, mmas, 3, 2.82, 9.44, 0.36, 22, 22, 2, 1, 200, 1500, 15
10, mmas, 3, 2.16, 6.64, 0.71, 40, 19, 2, 1, 200, 1500, 15
7, mmas, 3, 2.36, 5.33, 0.59, 7, 17, 2, 0, 200, 1500, 15
6, ras, 0, 4.73, 3.29, 0.2, 86, 100, 2, __miss__, 34, 1500, 15
4, eas, 3, 4.3, 9.56, 0.74, 47, 42, 2, 1, 200, 601, 15
3, eas, 3, 2.51, 7.94, 0.41, 79, 8, 2, 1, 200, 34, 15
9, ras, 1, 2.83, 6.33, 0.89, 5, 10, 2, 1, 91, 1500, 15
2, mmas, 2, 2.04, 4.57, 0.96, 28, 24, 2, 1, 200, 1500, 15
6, acs, 3, 1.41, 5.21, 0.71, 70, 16, 0.1, 0, 200, 1500, 15
1, ras, 0, 1.95, 6.17, 0.57, 45, 100, 2, __miss__, 96, 1500, 15
1, mmas, 0, 0.78, 3.38, 0.01, 69, 100, 2, __miss__, 200, 1500, 15
7, acs, 3, 2.28, 5.02, 0.94, 29, 22, 0.17, 1, 200, 1500, 15
6, mmas, 3, 4.3, 7.26, 0.99, 49, 24, 2, 1, 200, 1500, 15
8, mmas, 0, 2.94, 4.33, 0.21, 60, 100, 2, __miss__, 200, 1500, 15
3, ras, 0, 3.45, 2.24, 0.69, 29, 100, 2, __miss__, 50, 1500, 15
3, acs, 3, 2.58, 5.97, 0.71, 80, 14, 0.92, 1, 200, 1500, 15
2, as, 2, 2.99, 9.05, 0.94, 79, 9, 2, 1, 200, 1500, 15
10, acs, 0, 2, 6.91, 0.14, 71, 100, 0.53, __miss__, 200, 1500, 15
6, acs, 2, 2.75, 4.15, 0.77, 98, 35, 0.78, 1, 200, 1500, 15
10, as, 3, 2.95, 9.47, 0.87, 94, 16, 2, 0, 200, 1500, 15
7, eas, 3, 0.99, 2.45, 0.46, 72, 36, 2, 0, 200, 661, 15
5, as, 0, 3.78, 1.99, 0.99, 48, 100, 2, __miss__, 200, 1500, 15
8, as, 3, 3.44, 5.45, 0.2, 72, 19, 2, 1, 200, 1500, 15
7, mmas, 1, 3.48, 8.82, 0.2, 82, 9, 2, 1, 200, 1500, 15
3, mmas, 1, 4.18, 8.61, 0.8, 46, 9, 2, 0, 200, 1500, 15
2, as, 3, 0.86, 3.39, 0.92, 62, 17, 2, 1, 200, 1500, 15
3, mmas, 2, 3.64, 7.08, 0.1, 29, 14, 2, 1, 200, 1500, 15
10, as, 0, 1.09, 5.27, 0.44, 19, 100, 2, __miss__, 200, 1500, 15
8, as, 1, 2.75, 7.89, 0.16, 57, 7, 2, 0, 200, 1500, 15
6, ras, 3, 2.21, 3.53, 0.49, 75, 27, 2, 1, 84, 1500, 15
6, acs, 3, 1.68, 6.43, 0.13, 70, 5, 0.98, 1, 200, 1500, 15
2, ras, 1, 4.64, 6.9, 0.07, 44, 13, 2, 0, 6, 1500, 15
10, ras, 3, 4.12, 6.27, 0.45, 84, 15, 2, 0, 42, 1500, 15
1, as, 0, 2.33, 5.62, 0.54, 36, 100, 2, __miss__, 200, 1500, 15
4, mmas, 2, 4.76, 2.14, 0.98, 80, 16, 2, 1, 200, 1500, 15
4, ras, 1, 2.42, 3.74, 0.06, 81, 13, 2, 1, 29, 1500, 15
5, acs, 2, 1.54, 1.27, 0.87, 43, 42, 0.55, 1, 200, 1500, 15
5, mmas, 3, 4.31, 3.91, 0.17, 14, 27, 2, 0, 200, 1500, 15
4, as, 3, 1.62, 6.39, 0.62, 39, 16, 2, 0, 200, 1500, 15
7, acs, 3, 3.22, 4.21, 0.85, 50, 13, 0.27, 0, 200, 1500, 15
3, acs, 3, 3.23, 5.67, 0.91, 21, 9, 0.73, 0, 200, 1500, 15
1, eas, 3, 1.46, 6.46, 0.94, 30, 26, 2, 1, 200, 469, 15
4, eas, 3, 3.07, 8.67, 0.93, 25, 22, 2, 1, 200, 88, 15
7, acs, 3, 2.49, 3.44, 0.57, 17, 18, 0.14, 0, 200, 1500, 15
4, acs, 3, 3.8, 8.12, 0.9, 23, 18, 0.31, 0, 200, 1500, 15
2, ras, 3, 2.11, 4.55, 0.97, 9, 21, 2, 1, 83, 1500, 15
8, acs, 1, 1.42, 3.08, 0.87, 7, 29, 0.18, 1, 200, 1500, 15
7, acs, 3, 2.06, 7.96, 0.7, 22, 24, 0.04, 1, 200, 1500, 15
9, mmas, 3, 2.87, 4.01, 0.96, 52, 21, 2, 1, 200, 1500, 15
7, ras, 2, 3.03, 5.12, 0.2, 74, 13, 2, 1, 54, 1500, 15
10, mmas, 2, 3.05, 3.64, 0.18, 22, 15, 2, 1, 200, 1500, 15
9, eas, 2, 2.48, 8.9, 0.93, 10, 8, 2, 1, 200, 114, 15
1, acs, 3, 1.76, 4.85, 0.82, 23, 26, 0.34, 1, 200, 1500, 15
4, mmas, 1, 3.89, 3.39, 0.91, 22, 30, 2, 1, 200, 1500, 15
3, ras, 2, 3.52, 1.38, 0.19, 39, 23, 2, 0, 94, 1500, 15
10, mmas, 0, 1.31, 6.51, 0.9, 51, 100, 2, __miss__, 200, 1500, 15
10, acs, 2, 2.95, 4.15, 0.98, 17, 21, 0.23, 1, 200, 1500, 15
4, acs, 3, 1.95, 3.23, 0.92, 47, 18, 0.27, 1, 200, 1500, 15
4, acs, 3, 3.03, 9.6, 0.8, 15, 30, 0.41, 1, 200, 1500, 15
4, acs, 1, 2.23, 6.32, 0.81, 62, 21, 0.15, 0, 200, 1500, 15
2, acs, 3, 4.01, 4.96, 0.77, 38, 25, 0.11, 1, 200, 1500, 15
6, acs, 3, 2.1, 4.27, 0.87, 25, 9, 0.35, 1, 200, 1500, 15
8, as, 1, 3.71, 5.75, 0.81, 14, 14, 2, 1, 200, 1500, 15
8, acs, 3, 2.77, 6.93, 0.99, 17, 21, 0.01, 1, 200, 1500, 15
4, acs, 0, 4.01, 4.43, 0.57, 21, 100, 0.39, __miss__, 200, 1500, 15
1, as, 0, 1.91, 7.65, 0.33, 84, 100, 2, __miss__, 200, 1500, 15
5, as, 2, 3.49, 3.72, 0.91, 56, 26, 2, 1, 200, 1500, 15
10, ras, 1, 4.73, 2.31, 0.72, 34, 11, 2, 1, 31, 1500, 15
1, mmas, 3, 3.28, 9.67, 0.21, 76, 13, 2, 1, 200, 1500, 15
6, acs, 1, 3.04, 8.31, 0.97, 22, 18, 0.1, 1, 200, 1500, 15
8, ras, 3, 3.5, 2.48, 0.34, 63, 13, 2, 1, 72, 1500, 15
2, mmas, 3, 3.01, 6.54, 0.73, 16, 25, 2, 0, 200, 1500, 15
5, acs, 3, 2.38, 4.62, 0.69, 13, 16, 0.28, 0, 200, 1500, 15
4, mmas, 0, 3.67, 7.5, 0.83, 15, 100, 2, __miss__, 200, 1500, 15
8, acs, 3, 1.91, 6.46, 0.89, 44, 25, 0.32, 1, 200, 1500, 15
3, ras, 1, 3.05, 3.75, 0.77, 12, 25, 2, 1, 62, 1500, 15
8, mmas, 2, 3.74, 5.68, 0.68, 78, 17, 2, 1, 200, 1500, 15
10, as, 3, 3.15, 5.81, 0.42, 66, 13, 2, 1, 200, 1500, 15
4, acs, 3, 4.56, 1.64, 0.69, 23, 30, 0.1, 1, 200, 1500, 15
5, acs, 1, 1.42, 4.31, 0.91, 36, 25, 0.5, 1, 200, 1500, 15
2, eas, 3, 4.36, 6.84, 0.8, 43, 17, 2, 1, 200, 17, 15
7, ras, 0, 3.81, 2.01, 0.97, 66, 100, 2, __miss__, 73, 1500, 15
1, mmas, 3, 2.11, 3.31, 0.94, 6, 37, 2, 0, 200, 1500, 15
7, acs, 0, 0.89, 2.57, 0.96, 58, 100, 0.17, __miss__, 200, 1500, 15
2, acs, 2, 3.35, 2.17, 0.84, 27, 23, 0.32, 1, 200, 1500, 15
5, acs, 3, 3.73, 5.12, 0.87, 36, 25, 0.2, 0, 200, 1500, 15
7, mmas, 3, 3.06, 9.54, 0.24, 100, 13, 2, 1, 200, 1500, 15
10, acs, 3, 2.07, 7.14, 0.89, 28, 18, 0.3, 1, 200, 1500, 15
5, mmas, 3, 4.54, 8.04, 0.29, 64, 6, 2, 1, 200, 1500, 15
10, acs, 2, 3.69, 6.72, 0.69, 34, 24, 0.24, 1, 200, 1500, 15
10, ras, 0, 4.61, 3.79, 0.67, 10, 100, 2, __miss__, 65, 1500, 15
5, acs, 3, 4.08, 7.96, 0.66, 28, 29, 0.05, 0, 200, 1500, 15
1, acs, 1, 2.22, 8.65, 0.62, 18, 23, 0.13, 0, 200, 1500, 15
1, eas, 3, 3.26, 2.97, 0.5, 31, 22, 2, 1, 200, 429, 15
6, acs, 3, 4.21, 5.84, 0.76, 43, 17, 0.06, 1, 200, 1500, 15
1, acs, 1, 2.9, 4.92, 0.48, 36, 34, 0.08, 1, 200, 1500, 15
1, acs, 3, 3, 0.36, 0.75, 44, 22, 0.39, 1, 200, 1500, 15
10, acs, 0, 3.57, 1.76, 0.66, 20, 100, 0.22, __miss__, 200, 1500, 15
2, acs, 3, 3.24, 6.82, 0.58, 25, 17, 0.1, 0, 200, 1500, 15
3, acs, 3, 2.98, 5.51, 0.9, 58, 35, 0.2, 0, 200, 1500, 15
8, eas, 2, 4.52, 6.48, 0.37, 53, 12, 2, 0, 200, 311, 15
3, acs, 3, 2.55, 6.38, 0.95, 28, 39, 0.19, 0, 200, 1500, 15
1, acs, 3, 4.23, 7.49, 0.67, 42, 21, 0, 1, 200, 1500, 15
10, acs, 3, 1.95, 2.05, 0.82, 20, 27, 0.12, 1, 200, 1500, 15
7, eas, 2, 3.11, 7.63, 0.13, 70, 13, 2, 1, 200, 414, 15
7, acs, 3, 4.1, 1.28, 0.94, 52, 9, 0.18, 1, 200, 1500, 15
10, acs, 3, 4.53, 5.67, 0.85, 39, 16, 0.12, 1, 200, 1500, 15
8, acs, 2, 1.97, 4.87, 0.81, 33, 36, 0.58, 1, 200, 1500, 15
2, acs, 1, 2.97, 4.78, 0.8, 22, 25, 0.06, 1, 200, 1500, 15
3, acs, 3, 2.51, 5.5, 0.72, 27, 26, 0.27, 0, 200, 1500, 15
2, acs, 3, 0.65, 3.53, 0.94, 5, 32, 0.13, 1, 200, 1500, 15
4, acs, 1, 3.9, 8.79, 0.36, 64, 8, 0.27, 1, 200, 1500, 15
2, acs, 3, 1.85, 4.95, 0.8, 30, 16, 0.45, 1, 200, 1500, 15
9, acs, 3, 1.53, 8.95, 0.94, 24, 24, 0.19, 1, 200, 1500, 15
5, acs, 3, 4.12, 8.25, 0.93, 36, 24, 0.06, 1, 200, 1500, 15
5, as, 3, 3.43, 3.75, 1, 49, 9, 2, 1, 200, 1500, 15
5, acs, 1, 4.73, 6.38, 0.94, 40, 21, 0.29, 0, 200, 1500, 15
2, acs, 3, 2.59, 3.97, 0.91, 56, 22, 0.06, 1, 200, 1500, 15
9, acs, 1, 3.15, 3.73, 0.71, 21, 9, 0.24, 1, 200, 1500, 15
9, acs, 3, 3.19, 2.53, 0.64, 26, 24, 0.14, 1, 200, 1500, 15
10, acs, 1, 0.94, 3.89, 0.93, 42, 19, 0.16, 1, 200, 1500, 15
6, as, 3, 3.37, 9.4, 0.25, 91, 17, 2, 1, 200, 1500, 15
8, ras, 0, 2.89, 6.01, 0.79, 37, 100, 2, __miss__, 57, 1500, 15
1, mmas, 3, 1.75, 5.56, 0.85, 41, 26, 2, 1, 200, 1500, 15
9, ras, 3, 4.21, 3.23, 0.97, 37, 11, 2, 1, 45, 1500, 15
2, as, 3, 2.84, 4.82, 0.99, 45, 18, 2, 1, 200, 1500, 15
10, mmas, 3, 2.48, 4.37, 0.91, 46, 13, 2, 1, 200, 1500, 15
7, ras, 3, 1.29, 4.69, 0.98, 7, 16, 2, 1, 12, 1500, 15
10, acs, 3, 3.02, 5.29, 0.96, 33, 16, 0.18, 1, 200, 1500, 15
2, acs, 3, 2.06, 5.74, 0.99, 20, 10, 0.01, 1, 200, 1500, 15
7, acs, 0, 4.23, 6.95, 0.69, 75, 100, 0.12, __miss__, 200, 1500, 15
